"name";"intcode";"barcode";"price";"dept";"tag";"unit"
"Сканер HP G 2410";"401";"0000000000000";"2630";"2";"1";"шт."
"Бумага офисная ""Снегурочка"" (A4, 80г/кв.м)";"402";"0000000000000";"215";"2";"1";"шт"
"Тонер для HP LJ 1010/1012/1015/1018/1020 (110г) B&W Standart	5";"403";"0000000000000";"62";"2";"1";"шт."
"Клавиатура Genius ""KB-06XE"", 104+1кн., чёрный (PS/2)";"404";"0000000000000";"200";"2";"1";"шт."
"Накопитель USB flash 8ГБ Transcend ""JetFlash 330"" TS8GJF330 (USB2.0)";"405";"0000000000000";"420";"2";"1";"шт."
"Процессор AMD ""Athlon II X3 440"" (3.00ГГц, 3x512КБ, HT2000МГц) SocketAM3";"406";"0000000000000";"2755";"2";"1";"шт."
"Видеокарта PCI-E 512МБ Palit ""GeForce GT 240"" (GeForce GT 240, DDR3, D-Sub, DVI, HDMI)";"407";"0000000000000";"2515";"2";"1";"шт."
"Жесткий диск 1000ГБ Western Digital ""Caviar Green WD10EARS"", 64МБ (SATA II)";"408";"0000000000000";"2410";"2";"1";"шт."
"Кулер для процессора Socket754/939/940/AM2/AM3/F GlacialTech ""Igloo 7321 (E)""";"409";"0000000000000";"276.5";"2";"1";"шт."
"Кулер для процессора Socket754/939/940/AM2/F GlacialTech ""Igloo 7321 Light (E)""";"410";"0000000000000";"276.5";"2";"1";"шт."
"Накопитель USB flash64 ГБ A-DATA ""My Flash RB19"", водонепроницаемый корпус (USB2.0)";"411";"0000000000000";"950";"2";"1";"null"
"Заправка картриджа samsung D101S";"412";"0000000000000";"350";"1";"1";"шт"
"Видеокарта PCI-E 1024МБ Palit ""GeForce GT 430"" (GeForce GT 430, DDR3, D-Sub, DVI, HDMI)";"413";"0000000000000";"2850";"2";"1";"шт."
"Накопитель USB flash 4ГБ Kingston ""DataTraveler Generation 3"" DTIG3/4GB (USB2.0)";"414";"0000000000000";"250";"2";"1";"шт."
"Гарнитура SVEN ""AP-860М""";"416";"0000000000000";"590";"2";"1";"шт"
"Кабель USB 2.0 соединительный USB AB (5.0м)";"417";"0000000000000";"180";"2";"1";"шт."
"Корпус Miditower Codegen ""3335-A2"", ATX, черно-серый (450Вт)";"418";"0000000000000";"1900";"2";"1";"шт."
"Карта памяти 2ГБ Transcend ""TS2GUSD"" Micro SecureDigital Card + адаптер";"419";"0000000000000";"215";"2";"1";"шт."
"Модуль оперативной памяти 2ГБ DDR3 SDRAM Hynix (PC10600, 1333МГц, CL9)";"420";"0000000000000";"500";"2";"1";"шт."
"Интернет-камера Genius ""eMessenger 310"" с микрофоном (USB)";"421";"0000000000000";"520";"2";"1";"шт."
"Картридж Samsung ""SCX-4100D3"" для SCX4100";"422";"0000000000000";"2754";"1";"1";"шт."
"Модуль оперативной памяти 2x2ГБ DDR3 SDRAM Kingston ""ValueRAM"" KVR1333D3N9K2/4G (PC10600, 1333МГц, C";"424";"0000000000000";"2069";"2";"1";"шт."
"Многофункциональное устройство Samsung ""SCX-3200"" A4, лазерный, принтер + сканер + копир, черно-серы";"425";"0000000000000";"6170";"2";"1";"шт."
"Интернет-камера Genius ""iLook 310"", с микрофоном (USB)";"426";"0000000000000";"525";"2";"1";"шт."
"Видеокарта PCI-E 512МБ Palit ""GeForce 8400 GS Super"" (GeForce 8400 GS, DDR3 32bit, D-Sub, DVI, HDMI)	";"427";"0000000000000";"1100";"2";"1";"шт."
"Корпус Miditower Classix ""Fantom"" ATX, черно-серебр. (350Вт)";"429";"0000000000000";"1110";"2";"1";"шт."
"Замена фотобарабана FX-10";" 106R02773";"430";"0000000000000";"600";"1";"1";"null"
"Заправка картриджа 728";"431";"0000000000000";"350";"1";"1";"шт"
"Конфигурирование 1С";"433";"0000000000000";"650";"1";"1";"час."
"Диск DVD-R 4.7ГБ 16x TDK пласт.коробка, на шпинделе (100шт./уп.)";"434";"0000000000000";"15";"2";"1";"шт."
"Блок питания 430Вт Linkworld ""LW2-430W"" ATX12V V1.3 (20/24+4pin, вентилятор d80мм)";"435";"0000000000000";"720";"2";"1";"шт."
"Аустическая система 2.1 Sven ""SPS-820"" сабвуфер 18Вт, сателлиты 2x10Вт, серебр";"436";"0000000000000";"1850";"2";"1";"шт."
"Гарнитура Cosonic ""CD-781MV"", с микрофоном, с регулятором громкости";"437";"0000000000000";"290";"2";"1";"шт."
"Коврик Defender ""Juicy@"" 50412 (для оптической и лазерной мыши)";"438";"0000000000000";"45";"2";"1";"шт."
"Накопитель USB flash 16ГБ Transcend ""JetFlash 530"" TS16GJF530 (USB2.0)";"439";"0000000000000";"450";"2";"1";"шт."
"Накопитель USB flash 4ГБ Kingston ""DataTraveler 101"" DT101C/4GB, голубой (USB2.0)";"440";"0000000000000";"285";"2";"1";"шт."
"Накопитель USB flash 8ГБ Kingston ""DataTraveler 100 Generation 2"" DT100G2/8GB (USB2.0)";"441";"0000000000000";"670";"2";"1";"шт."
"Накопитель USB flash 8ГБ Kingston ""DataTraveler 101"" DT101G2/8GB, красный (USB2.0)";"442";"0000000000000";"380";"2";"1";"шт."
"Накопитель USB flash 8ГБ Kingston ""DataTraveler Generation 3"" DTIG3/8GB (USB2.0)	";"443";"0000000000000";"400";"2";"1";"шт."
"Интернет-камера A4Tech ""PK-635M"" с микрофоном (USB2.0)";"444";"0000000000000";"465";"2";"1";"шт."
"Интернет-камера A4Tech ""PK-836MJ"" (USB2.0) с микрофоном";"445";"0000000000000";"325";"2";"1";"шт."
"Привод DVD±RW 24x8x16xDVD/48x32x48xCD Sony Optiarc ""AD-5260S"", серебр. (SATA)";"447";"0000000000000";"950";"2";"1";"шт."
"Клавиатура Genius ""KB-110"", 104кн., черный (USB)";"448";"0000000000000";"290";"2";"1";"шт."
"Фурнитура - розетка RJ-45 (UTP) 5E кат.";"449";"0000000000000";"130";"2";"1";"шт."
"Фурнитура - розетка RJ-45 (UTP) 5E кат. двойная";"450";"0000000000000";"62";"2";"1";"шт."
"Термопаста ""АлСил-3"" (шприц, 3г)";"451";"0000000000000";"90";"2";"1";"шт"
"Накопитель USB flash 16ГБ Transcend ""JetFlash 300"" TS16GJF300 (USB2.0)";"452";"0000000000000";"540";"2";"1";"шт."
"Процессор AMD ""Athlon II X2 245"" (2.90ГГц, 2x1024КБ, HT2000МГц) SocketAM3";"453";"0000000000000";"1550";"2";"1";"шт."
"Кабель UTP 5E кат. ""Neomax""";"454";"0000000000000";"16";"2";"1";"м"
"Картридж Samsung ""SCXD-4200A"" для SCX-4200";"455";"0000000000000";"2300";"2";"1";"null"
"Картридж Canon ""CL-41"" (3 цвета) для PIXMA iP1600/2200/6210D/6220D, MP150/170/450";"456";"0000000000000";"850";"2";"1";"шт."
"Картридж Canon ""PG-40"" (черный) для PIXMA iP1600/2200";"457";"0000000000000";"670";"2";"1";"шт."
"Комплект картриджей Epson ""T0735/T0735N"" C13T10554A10 (черный, голубой, пурпурный, желтый) для Stylu	";"458";"0000000000000";"1440";"2";"1";"шт."
"Комплект картриджей Epson ""T04874010"" ";"459";"0000000000000";"2510";"2";"1";"шт"
"Переходник питания PATA HDD->2xSATA HDD";"460";"0000000000000";"46";"2";"1";"шт."
"Тонер для HP LJ 1005/1006/1505 (фл. 100г) B&W Standart";"461";"0000000000000";"80";"2";"1";"шт."
"Диск DVD+R Double Sided 9.4ГБ 8x CB-10 /200/";"462";"0000000000000";"19";"2";"1";"шт."
"Микрофон Genius ""MIC-01A""";"463";"0000000000000";"90";"2";"1";"шт."
"Наушники Cosonic ""CD-860MV"", с микрофоном, с регулятором громкости";"464";"0000000000000";"435";"2";"1";"шт."
"Наушники Sven ""SEB 22 BK""";"465";"0000000000000";"190";"2";"1";"шт."
"Тонер для Samsung SCX-4100/4216/5112/5312 (100г)";"466";"0000000000000";"76";"2";"1";"шт."
"Материнская плата Socket775 GIGABYTE ""GA-G31M-ES2L"" rev.2.3 (iG31, 2xDDR2, U100, SATA II, PCI-E, D-S";"467";"0000000000000";"1710";"2";"1";"шт."
"Материнская плата Socket775 GIGABYTE ""GA-P43T-ES";"468";"0000000000000";"2725";"2";"1";"шт."
"Модуль оперативной памяти 2ГБ DDR2 SDRAM Silicon Power SP002GBLRU800S02 (PC6400, 800МГц, CL5)";"469";"0000000000000";"980";"2";"1";"шт."
"ЖК-монитор 19.0"" Samsung ""SyncMaster E1920"" LS19CLASB 1280x1024, 5мс, черный (D-Sub)";"470";"0000000000000";"1500";"2";"1";"null"
"Процессор Intel ""Pentium Dual-Core E5700"" (3.00ГГц, 2МБ, 800МГц, EM64T) Socket775	1";"471";"0000000000000";"2300";"2";"1";"шт."
"Устройство чтения карт памяти CF/MD/xD/MMC/SDHC/MS ""All in 1"", внешн., синий (USB2.0)	";"473";"0000000000000";"197";"2";"1";"шт."
"Чистящее средство - влажные салфетки Defender ""30102"" в тубе (100шт./уп.)";"474";"0000000000000";"115";"2";"1";"шт."
"Интернет-камера Genius ""Eye 312"" с микрофоном (USB)";"475";"0000000000000";"580";"2";"1";"шт."
"Интернет-камера A4Tech ""PK-335E"" (USB2.0)";"476";"0000000000000";"415";"2";"1";"шт."
"Интернет-камера A4Tech ""PK-5"" (USB) с микрофоном	";"477";"0000000000000";"540";"2";"1";"шт."
"Интернет-камера A4Tech ""PKS-635K"" (USB2.0) с микрофоном";"478";"0000000000000";"535";"2";"1";"шт."
"Видеокарта PCI-E 512МБ Palit ""GeForce 9500 GT Super"" (GeForce 9500 GT, DDR2, D-Sub, DVI)	1";"480";"0000000000000";"1650";"2";"1";"шт."
"Системный блок (IXA28G2-8400N500M52LT Ax2 2.8 500GB IH,2GB3,CR,8400NW 512MB)";"481";"0000000000000";"11000";"2";"1";"шт."
"Диск DVD-RW 4.7ГБ 4x Verbatim 43639 SERL пласт.коробка, на шпинделе";"483";"0000000000000";"50";"2";"1";"шт."
"Диск DVD+R 4.7ГБ 16x Verbatim LightScribe пласт.коробка, на шпинделе (10шт./уп.)";"484";"0000000000000";"30";"2";"1";"шт."
"Диск DVD+RW 4.7ГБ 4x Verbatim ""DataLifePlus"" пласт.коробка, на шпинделе";"485";"0000000000000";"20";"2";"1";"шт."
"Гарнитура Sven ""AP-520"", с регулятором громкости";"486";"0000000000000";"230";"2";"1";"шт."
"Клавиатура A4Tech ""G-700"", 104+8кн., чёрный (PS/2)";"487";"0000000000000";"545";"2";"1";"шт."
"Клавиатура Genius ""Slim Star 100"", 104+1кн., серебр.-черный (USB)";"488";"0000000000000";"390";"2";"1";"шт."
"Клавиатура Sven ""Basic 304"", 107кн. (PS/2)";"490";"0000000000000";"180";"2";"1";"шт."
"Манипулятор ""мышь"" A4Tech ""Anti-Vibrate Gaming Mouse XL-747H"" лазерн., 6кн.+скр., черно-голубой (USB";"491";"0000000000000";"740";"2";"1";"шт."
"Корпус Miditower Winard ""Benco 3010"", ATX, черный (350Вт)";"492";"0000000000000";"1190";"2";"1";"шт."
"Кулер для процессора Socket754/939/940/AM2/AM3 Cooler Master";"493";"0000000000000";"170";"2";"1";"шт."
"Тонер для HP LJ 1200/1300/1000W (кан. 1кг) AQC";"494";"0000000000000";"500";"2";"1";"шт."
"Карта памяти 4ГБ Kingston ""SDC4/4GB"" Micro SecureDigital Card HC Class4 + адаптер";"495";"0000000000000";"350";"2";"1";"шт."
"Модуль оперативной памяти 2ГБ DDR2 SDRAM SEC (PC6400, 800МГц, CL6) original";"496";"0000000000000";"900";"2";"1";"шт."
"Устройство чтения карт памяти CF/SM/MD/miniSD/microSD/SDHC/MMC Micro/XD/MS Microsonic ""57-in-1 CR82""";"498";"0000000000000";"300";"2";"1";"шт."
"Интернет-камера Microsoft ""LifeCam VX-700"", с микрофоном (USB2.0)";"500";"0000000000000";"660";"2";"1";"шт."
"ABBYY FR10HE";"501";"0000000000000";"1490";"2";"1";"шт."
"Операционная система Microsoft ""Windows Home Basic 7 64-bit ";"502";"0000000000000";"2400";"2";"1";"шт."
"Антивирус Dr-Web E-Suite ""Универсальный"" для Windows 12мес 5ПК";"503";"0000000000000";"4770";"1";"1";"шт."
"Привод FDD 3.5"" TEAC ""FD05PU"", внешн., черный (USB)";"504";"0000000000000";"640";"2";"1";"шт."
"Коммутатор Acorp ""HU5DP"" 5 портов 100Мбит/сек.";"505";"0000000000000";"380";"2";"1";"шт."
"Коммутатор Acorp ""HU8DP"" 8 портов 100Мбит/сек.	";"506";"0000000000000";"499";"2";"1";"шт."
"Карта памяти 8ГБ Transcend ""TS8GUSDHC2"" Micro SecureDigital Card HC Class 2 + адаптер";"507";"0000000000000";"400";"2";"1";"шт."
"Накопитель USB flash 8ГБ Transcend ""JetFlash 300"" TS8GJF300 (USB2.0)";"508";"0000000000000";"450";"2";"1";"шт."
"Процессор AMD ""Athlon II X2 250"" (3.00ГГц, 2x1024КБ, HT2000МГц) SocketAM3";"509";"0000000000000";"1600";"2";"1";"шт."
"Интернет-камера A4Tech ""PK-760E"" (USB2.0)";"510";"0000000000000";"395";"2";"1";"шт."
"Коммутатор D-Link ""DES-1008A"" 8 портов 100Мбит/сек.";"511";"0000000000000";"490";"2";"1";"шт."
"Манипулятор ""мышь"" Logitech ""Wireless Mouse M305"" 910-000941, оптич., беспров., 2кн.+скр., серо-черн";"512";"0000000000000";"775";"2";"1";"шт."
"Системный блок (IXA28G2-8400N500M52LT Ax2 2.8 500GB IH,2GB3,CR,8400NW 512MB)";"513";"0000000000000";"12000";"2";"1";"шт."
"Системный блок (Pentium Dual-Core E5700,775,G945M,2Gb,500Gb)";"514";"0000000000000";"9000";"2";"1";"шт."
"Мобильный персональный компьютер Lenovo ""Z560"" 59052443 (Core i5 460M-2.53ГГц, 4096МБ, 500ГБ, GFGT31";"516";"0000000000000";"36630";"2";"1";"шт."
"Кулер для процессора Socket754/939/940/AM2/F GlacialTech ""Igloo 7223""";"517";"0000000000000";"210";"2";"1";"шт."
"Устройство чтения карт памяти CF/MD/SM/XD/MMC/SD/MS Acorp ""CRIP200-B"" ver.5.0, в 3.5"" отсек, доп. по";"519";"0000000000000";"190";"2";"1";"шт."
"Сет. адаптер Ethernet 100Мбит/сек. D-Link ""DFE-520TX"" (PCI)";"520";"0000000000000";"320";"2";"1";"шт"
"Видеокарта PCI-E 1024МБ Palit ""GeForce GT 240 Green"" (GeForce GT 240, DDR3, D-Sub, DVI, HDMI)";"521";"0000000000000";"2650";"2";"1";"шт."
"Фурнитура - коннектор RJ-12 для кабеля 	";"522";"0000000000000";"8";"2";"1";"шт"
"Кабель IEEE 1394, 4-4 (2.0м)";"523";"0000000000000";"40";"2";"1";"шт."
"Кабель IEEE 1394, 6-6 (2.0м)";"524";"0000000000000";"40";"2";"1";"шт."
"Кабель SATA 150 ";"525";"0000000000000";"40";"2";"1";"шт."
"Переходник PATA->SATA Agestar ""IDE/SATA Converter AS-SI-20330"", питание от разъёма HDD";"526";"0000000000000";"290";"2";"1";"шт."
"Переходник SATA->PATA Agestar ""IDE/SATA Converter AS-IS-20330"", питание от разъёма FDD";"527";"0000000000000";"230";"2";"1";"шт."
"Корпус Miditower Codegen ""3343-A11"", ATX, черно-серебр. (450Вт)";"529";"0000000000000";"1365";"2";"1";"шт."
"Модуль оперативной памяти 2ГБ DDR3 SDRAM Silicon Power ""SP002GBLTU133V01"" (PC10600, 1333МГц, CL9)";"530";"0000000000000";"800";"2";"1";"шт."
"Инструмент - клещи обжимные ""HT-568R"" (RJ-45, RJ-11, RJ-12(UTP))";"531";"0000000000000";"550";"2";"1";"шт."
"Инструмент клещи обжимные ""LY-T568A"" (RJ-45, RJ-11, RJ-12)";"532";"0000000000000";"250";"2";"1";"шт."
"Сумка Porto ""PC-103"" для ноутбука 15-16"", черный";"533";"0000000000000";"1090";"2";"1";"шт."
"Привод DVD±RW 8x8x8xDVD/24x24x24xCD Samsung ""SE-S084F/RSBS"", внешний, черный (USB2.0)";"534";"0000000000000";"1720";"2";"1";"шт."
"Системный блок (IXA28G4-240N1024M52LT Ax2 2.8 500GB IH,4GB3,CR,5570SR 1024MB)";"535";"0000000000000";"12445";"2";"1";"шт."
"ИБП (UPS) 600ВА Ippon ""Back Power Pro 600"" (COM, USB)";"537";"0000000000000";"2600";"2";"1";"шт"
"Видеокарта PCI-E 1024МБ Sapphire ""Radeon HD 5570"" 11170-05 (Radeon HD 5570, DDR3, D-Sub, DVI, HDMI)";"538";"0000000000000";"2390";"2";"1";"шт."
"Акустическая система 2.1 Sven ""SPS-821"" сабвуфер 20Вт, сателлиты 2x10Вт, черный";"539";"0000000000000";"1870";"2";"1";"шт."
"Гарнитура Sven ""AP-900"", с регулятором громкости";"540";"0000000000000";"590";"2";"1";"шт."
"Клавиатура standard pc keyboard";"541";"0000000000000";"390";"2";"1";"шт"
"Манипулятор ""мышь"" A4Tech ""G7 Gaming Class G7-540-2"" оптич., беспров., 4кн.+скр., серебр.-черный (US";"542";"0000000000000";"450";"2";"1";"шт."
"Мышь A4-Tech G9-630-2 (серый) Nano 2.4 ГГц, 2+1 кл-кн  USB";"543";"0000000000000";"420";"2";"1";"шт."
"Модем DSL ZyXEL ""OMNI P660RT3 EE"" Annex A ADSL2+ (LAN)";"544";"0000000000000";"2000";"2";"1";"шт."
"Привод DVD±RW 8x8x8xDVD/24x24x24xCD Toshiba Samsung ""TS-T632A/SIBH"" для ноутбука, черный (ATA100)";"547";"0000000000000";"1580";"2";"1";"шт."
"Картридж NV for Canon 737";"548";"0000000000000";"850";"2";"1";"шт"
"Батарейка литиевая CR2032";"549";"0000000000000";"50";"2";"1";"шт."
"Бумага офисная Kym Lux (A4, 500л.)";"550";"0000000000000";"155";"2";"1";"шт."
"Портмоне Buro ""BU-H3-28y"" для 24 CD, желтый";"552";"0000000000000";"90";"2";"1";"шт."
"Видеокарта PCI-E 1024МБ Sapphire ""Radeon HD 5570"" 11167-00 (Radeon HD 5570, DDR3, D-Sub, DVI, HDMI)	";"553";"0000000000000";"2200";"2";"1";"шт."
